gene	Ace_6	Ace_6	Ace_6	Ace_6	Ace_6	Ace_6
ENSRNOG00000004860	2.36419E-07	96.2274	1.49134E-07	4.07842E-06	1.36947E-05	52.842
ENSRNOG00000004861	49	38	57	42	42	59
ENSRNOG00000004863	174	152	151.00038	149.9997	130	154
ENSRNOG00000004864	1729	1664	1817	1778	1606	2288
ENSRNOG00000004865	103	79	73	85	94	100
ENSRNOG00000004869	0	0	0	0	0	0
ENSRNOG00000004870	93	114	113	109	99	135.00024
ENSRNOG00000004873	48	57	66	66	53	83
ENSRNOG00000004874	527	532	466	521	522	623
ENSRNOG00000004875	0	0	0	0	0	0
ENSRNOG00000004878	0	0	1	0	1	0
ENSRNOG00000004882	126.012	115.279	101.597	108.616	100	104.027
ENSRNOG00000004883	1975.9998	1837.9958	2037.99661	1998.9998	1841.9992	2466.99778
ENSRNOG00000004888	135	106	118	106	105	92
ENSRNOG00000004889	226.016	207.0002	205.061	268.108	189.3837	204.0469
ENSRNOG00000004890	1	0	0	0	1	2
ENSRNOG00000004891	612	579	564	593	540	645
ENSRNOG00000004893	283	295	292	277	266	362
ENSRNOG00000004898	0	0	0	1	0	1
ENSRNOG00000004899	46	44	48	64	57	56
ENSRNOG00000004900	1	0	2	4	0	1
ENSRNOG00000004901	700	646	675	679	639	863
ENSRNOG00000004903	288	241	262	276	230	355
ENSRNOG00000004904	2474	2220	2651	2460	2488	2951
ENSRNOG00000004906	0	0	0	0	0	0
ENSRNOG00000004908	1568	1404	1490	1327	1254	1954.003
ENSRNOG00000004909	1102.153	865.186	932.195	918.128	940.203	1256.116
ENSRNOG00000004910	739	736	817	802	703	924
ENSRNOG00000004912	1911	1581	1634	1588	1618	1580
ENSRNOG00000004914	0	0	0	0	0	0
ENSRNOG00000004917	740	659	587	756	622	743
ENSRNOG00000004918	81	82	98	86	87	90
ENSRNOG00000004920	0	0	0	0	0	0
ENSRNOG00000004921	313.872	300.091	298.927	318.813	276.96	360.426
ENSRNOG00000004923	890	822	816	933	832	982
ENSRNOG00000004925	3677.0013	3230.9961	3106.99640212428	3292.0021	2905.0045	4045.0045
ENSRNOG00000004926	189.063	173.092	170.253	146.305	182.769	186.121
ENSRNOG00000004927	296	279	329	297	280	310
ENSRNOG00000004928	8	9	6	6	3	7
ENSRNOG00000004932	13	11	14	12	16	6
ENSRNOG00000004936	1190	1100	1221	1194	1123	1510
ENSRNOG00000004938	0	0	0	0	0	0
ENSRNOG00000004939	2	0	2	4	0	1
ENSRNOG00000004940	619	444	529	520.976	450	555
ENSRNOG00000004941	707.464	580.433	676.088	684.172	642.909	771.7
ENSRNOG00000004946	0	0	0	0	0	0
ENSRNOG00000004947	280	286.804	245	237.756	221	297.034
ENSRNOG00000004950	274.74	269.545	306.528	315.246	302.921	411.093
ENSRNOG00000004951	350.0002	292.0004	290.9995	333.0003	355	423.0003
ENSRNOG00000004956	135.999635	112	134	137	114	166.00022
ENSRNOG00000004958	0	0	0	0	0	0
ENSRNOG00000004959	1963	2015	1983	2128	2126	2593
ENSRNOG00000004962	558	491	530	603	491	579
ENSRNOG00000004964	39	41	29	37	37	36
ENSRNOG00000004966	0	0	0	1	0	2
ENSRNOG00000004967	702	649	692	584	681	879
ENSRNOG00000004968	786	747	711	787	733	974
ENSRNOG00000004971	242	222	242	246	217	300
ENSRNOG00000004972	316	298	338	291	287	373
ENSRNOG00000004973	2238.997	1954.997	2082.997	2303.999	2202.997	2685.004
ENSRNOG00000004976	0	0	0	0	0	0
ENSRNOG00000004978	845	731	867	868	822	1011.23
ENSRNOG00000004980	558	552	664	592	612	743
ENSRNOG00000004989	0	0	0	0	0	0
ENSRNOG00000004992	4220.067	3875.665	4315.133	4410.675	4029.484	5256.566
ENSRNOG00000004993	0	0	0	0	0	0
ENSRNOG00000004994	0	4.00672	3.00099	1.02238	3.00578	3.0016
ENSRNOG00000004996	655	588	707	694	566	862
ENSRNOG00000004998	0	5	0	4	0	6
ENSRNOG00000005003	3.00048	5.00275	8.19179	3.01968	4.00076	6.00087
ENSRNOG00000005006	549.901	442.616	520.762	555.02	508.273	625.247
ENSRNOG00000005007	5.07551	3.08869	5.13841	2.02815	2.06549	1.06573
ENSRNOG00000005008	0	0	0	0	0	0
ENSRNOG00000005009	249	196	210	240	208	294
ENSRNOG00000005012	539	460	473	532	489	666
ENSRNOG00000005015	1111	999	1068	1060	995	1415
ENSRNOG00000005016	1020	951	999	963	1019	1152
ENSRNOG00000005017	1.15466	0	1.14824	2.31203	0	2.31345
ENSRNOG00000005018	24.17297	22.38833	28.24157	26.1848	21.3001	41.8179
ENSRNOG00000005021	457	448	501	454	472	684
ENSRNOG00000005023	0	0	3	1	0	2
ENSRNOG00000005024	774	739	886	805	829	972
ENSRNOG00000005031	812	693	754	783	777	896
ENSRNOG00000005033	580.0003	431.0003	457.9997	409.0004	469	457.9998
ENSRNOG00000005034	384	351	406	353	325	406
ENSRNOG00000005037	87	64	80	70	65	108
ENSRNOG00000005038	112	70	107	91	75	118
ENSRNOG00000005039	1850.003	1757.003	1854.003	1962.001	1916.998	2584.998
ENSRNOG00000005041	21187	18407	21671	20548	19445	23465
ENSRNOG00000005042	72.00004	94	44	69	54	103
ENSRNOG00000005043	354	255.99995	281.0001	218.9996	226.999900035566	248.9999
ENSRNOG00000005045	1117.121	997.044	1089.409	1070.246	1035.213	1254.45
ENSRNOG00000005046	1373.5	1169.89	1270.24	1328.23	1366.75	1522.72
ENSRNOG00000005048	0	0	0	0	0	2
ENSRNOG00000005049	7	4	3	2	1	7
ENSRNOG00000005052	1390.997	1260.998	1316.001	1454.005	1344.995	1653
ENSRNOG00000005053	1557	1574	1602	1648	1569	1866
ENSRNOG00000005054	6	8	3	2	4	10
ENSRNOG00000005058	377	270	356	329	282	328
ENSRNOG00000005059	0	0.00276116	0.013682	1.3454E-06	60.0016	4.611E-07
ENSRNOG00000005061	6438.78	5581.29	6247.64	6204.7	6066.78	6848.69
ENSRNOG00000005062	3.02506	0	2.0162	2.01815	2.01852	5.04138
ENSRNOG00000005063	87	69	69	78	61	113
ENSRNOG00000005064	1040.41	939.139	995.271	892.681	918.326	1136.33
ENSRNOG00000005067	762.946	745.207	686.805	669.351	674.36	714.036
ENSRNOG00000005070	411.0002	383.9999	422.0003	392	365.0003	501.0003
ENSRNOG00000005074	655	593	708	679	675	780
ENSRNOG00000005076	697	491	578	460	466	386
ENSRNOG00000005077	0	0	1.49049	0	1.39008	1.53611
ENSRNOG00000005081	402	396	399	360	355	403
ENSRNOG00000005082	150	139	123	148	116	161
ENSRNOG00000005083	1577	1338	1541	1532	1414	1728
ENSRNOG00000005087	1225	1129.17	1229.23	1225	1069.2	1526
ENSRNOG00000005093	25	27	32	27	37	27
ENSRNOG00000005094	35	32	25.99995	35	33	40
ENSRNOG00000005096	4295	4074	4111	4145	3881	5180
ENSRNOG00000005099	360	298.0002	333	377	288	381
ENSRNOG00000005100	0	0	0	0	0	0
ENSRNOG00000005101	819.00000181112	756.0001	791	737.999800120391	774.0001618594	937.000510208497
ENSRNOG00000005102	656	684	728	619	676	899
ENSRNOG00000005103	0	0	0	0	0	0
ENSRNOG00000005104	0	0	0	0	0	0
ENSRNOG00000005105	8	6	6	10	4	13
ENSRNOG00000005107	392	345	372	317	292	341
ENSRNOG00000005108	1702	1302	1529	1408	1416	1321
ENSRNOG00000005109	6	6	7	3	1	4
ENSRNOG00000005111	4	2	4	0	1	1
ENSRNOG00000005112	0	0	0	0	0	2
ENSRNOG00000005113	1	0	0	0	0	1
ENSRNOG00000005114	4	3	6	9	8	9
ENSRNOG00000005115	201	178	217	190	180	236
ENSRNOG00000005116	2260.07	2222.14	2398.22	2404.41	1824.59	3049.15
ENSRNOG00000005122	200	189	204	213	227	245
ENSRNOG00000005123	1292	1110	1364	1228	1253	1645
ENSRNOG00000005124	384.133	301.114	317.01468	349.028	343.822	381.182
ENSRNOG00000005126	479	399	454	464	413	588
ENSRNOG00000005129	588	545	556	565	530	665
ENSRNOG00000005130	10058	8226	8835	8038	8104	8162
ENSRNOG00000005132	0	0	0	1	0	1
ENSRNOG00000005133	341.99985	288.0001	320.0001	296.00022	250.0003	332.99978
ENSRNOG00000005135	216	235	242	240	224	340
ENSRNOG00000005138	1087.0044	888	1000.0003	948.9998	938.0004	1108.996
ENSRNOG00000005141	440	366.0003	378	347	325.9999	427
ENSRNOG00000005144	621.9997	573.9998	602.9999	666	564.0002	743.0002
ENSRNOG00000005147	309.444	281.748	279.027	275.324	275.665	306.195
ENSRNOG00000005148	1	0	0	2	2	2
ENSRNOG00000005149	963	899	855	1026	924	1223
ENSRNOG00000005151	154.00026	128	153.00028	170	145.99987	203
ENSRNOG00000005153	403.477	414.281	441.624	357.306	361.991	489.896
ENSRNOG00000005154	1	1	2	0	3	0
ENSRNOG00000005157	4994	4546	5066	5101	4802	6653
ENSRNOG00000005158	216	195	218	217.367	191.345	251
ENSRNOG00000005159	0	0	0	0	0	0
ENSRNOG00000005162	0	0	0	0	0	0
ENSRNOG00000005165	396	391	403.0004	442	455.0004	448.0004
ENSRNOG00000005166	0	1	0	0	0	0
ENSRNOG00000005167	269.467	232.402	274.417	246.958	257.808	312.855
ENSRNOG00000005174	89	89	91	112	115	121
ENSRNOG00000005175	858	730	805	856	784	1063
ENSRNOG00000005176	332.046	330.509	318.795	338.377	282.463	414.857
ENSRNOG00000005177	1093.9997	1061.0001	1037.0005	1018.9999	895.0003	1216.9951
ENSRNOG00000005178	0	0	0	0	0	0
ENSRNOG00000005180	1	0	1	1	0	2
ENSRNOG00000005183	2070	1774	1935	1956	1650	2178
ENSRNOG00000005184	1820	1661	1777	1764	1779	2211
ENSRNOG00000005185	40	50	51	44	45	60
ENSRNOG00000005190	376	281	336	324	346	422
ENSRNOG00000005191	646	576	617	608	555	671
ENSRNOG00000005193	1448.168	1267.122	1258.345	1400.09	1208.653	1397.23
ENSRNOG00000005195	4674	4150	4728	4681	4568	5998
ENSRNOG00000005196	630.6229	485.3207	497.946	488.711	448.7772	543.1088
ENSRNOG00000005203	1921.88	2044.96	2264.82	2088.87	2010.98	2873.91
ENSRNOG00000005206	8	4	3	2	1	2
ENSRNOG00000005209	203	175	166	164	159	200
ENSRNOG00000005214	15	16	12	24.2257	16	17
ENSRNOG00000005215	47	54	44	49	80	71
ENSRNOG00000005218	1975.56	1662.25	1816.97	1635.68	1624.33	1660.8
ENSRNOG00000005223	0	0	0	0	0	0
ENSRNOG00000005227	100	90	109	82	93	109
ENSRNOG00000005228	720	675	663	678	691	801
ENSRNOG00000005229	229.000064	192.0000121264	175	194	181.0004	214.000000111967
ENSRNOG00000005233	0	0	0	0	0	0
ENSRNOG00000005234	914.9995	786.9995	796.9996	835.9995	763.9999	1006.9998
ENSRNOG00000005235	1	0	0	0	0	1
ENSRNOG00000005243	192.0003	191.0005	265	239.9998	190	301
ENSRNOG00000005246	0	1	0	0	1	2
ENSRNOG00000005247	414.263	323.12	335.013	344.129	291.148	397.694
ENSRNOG00000005248	1493.53	1335.75	1499.02	1542.71	1464.53	1773.16
ENSRNOG00000005249	783	709	816	775	762	987
ENSRNOG00000005250	0	1	1	3	2	1
ENSRNOG00000005256	2058	1942	2098	2138.76	1958	2702.74
ENSRNOG00000005257	6734	5392	5819	5298	5021	5448
ENSRNOG00000005258	1030	917	933	1004.633	920.654	1170
ENSRNOG00000005260	1161	1056	1174.989	1230.993	1156.996	1654.998
ENSRNOG00000005261	1018	1011	997	1082	1004	1281
ENSRNOG00000005263	2126	1971	1977	2112	2010	2591
ENSRNOG00000005264	853	733	853	819	792	1004
ENSRNOG00000005266	0	0	1	1	1	1
ENSRNOG00000005268	3	2	6	2	2	0
ENSRNOG00000005269	10847	9379	9620	10229	9765	11628
ENSRNOG00000005270	76	44.0231	50.0529	52	34.0188	73
ENSRNOG00000005271	312	339	311	344	346	405
ENSRNOG00000005274	375	361	318	342	330	425
ENSRNOG00000005275	242	262	289	257	261	299
ENSRNOG00000005276	2188	1949	2032	2133	2039	2605
ENSRNOG00000005277	291	232	191	237	168	219
ENSRNOG00000005278	2.00018	1.00019	2.00036	0	1	1
ENSRNOG00000005279	622	571	653	640	574	771
ENSRNOG00000005281	1019	815.9998	876.0002	947	824.9998	1066
ENSRNOG00000005284	141	141	136	147	115	150
ENSRNOG00000005285	689	651	656	708	674	806
ENSRNOG00000005286	2	0	3	4	1	2
ENSRNOG00000005287	188.0004	216.0003	226	231.9996	199.9999	261
ENSRNOG00000005289	855.9995	766.9995	724.0003	782.0003	769.0001	878.0001
ENSRNOG00000005290	11308	10887	11924	12263	11324	14661
ENSRNOG00000005291	980	799	830	865	795	894
ENSRNOG00000005292	1972.24	1649.11	1768.72	1673.58	1550.01	2228.44
ENSRNOG00000005298	866	818	904	829	710	832
ENSRNOG00000005299	133.2154	143.3177	127.1462	131.223	115.0652	113.1727
ENSRNOG00000005301	1030	866	996	902	836	1057
ENSRNOG00000005302	36	24	29	25	29	25
ENSRNOG00000005303	323	286	280	285	290	312
ENSRNOG00000005307	2	2.999997	3.000001	5	1	0
ENSRNOG00000005308	1689	1528	1475	1682	1550	1879
ENSRNOG00000005309	43	37	57	63	56	58
ENSRNOG00000005310	2688.999	2446.001	2533.998	2657.003	2562.004	3453.005
ENSRNOG00000005326	132.9996	125	151	126.77464	138.00039	195.9998
ENSRNOG00000005330	1724.51	1459.28	1442.99	1236.37	1342.26	1263.07
ENSRNOG00000005331	1344	1164	1356	1296	1211	1546
ENSRNOG00000005332	205.77	152.378	174.589	201.758	205.808	198.667
ENSRNOG00000005333	5429.001	5042	5148.995	5263.001	4898.997	6168.999
ENSRNOG00000005334	765	800	736	769	793	943
ENSRNOG00000005335	25	17	12	9	13	31
ENSRNOG00000005336	0	1	1	0	0	2
ENSRNOG00000005338	0	0	0	0	0	0
ENSRNOG00000005341	1.00323	4.0262	2.02107	1.00498	2.01244	3.01324
ENSRNOG00000005342	113	107	112	108	80.00001	97
ENSRNOG00000005343	1	0	0	0	0	0
ENSRNOG00000005344	526	452	478	472	507	592
ENSRNOG00000005345	128.887	146.392	133.923	147.884	152.593	202.476
ENSRNOG00000005346	474	402	455	462	460	606
ENSRNOG00000005347	102	90	111	117	90	100
ENSRNOG00000005348	41	42	41	26	21	34
ENSRNOG00000005350	501	325	492	492	444	570
ENSRNOG00000005352	176	181	187	191	182	189
ENSRNOG00000005353	1271	1197	1165	1251	1195	1475
ENSRNOG00000005355	1995.996	1823.995	1782.997	1774.996	1765.001	1963
ENSRNOG00000005357	1395	1158	1200	1218	1242	1341
ENSRNOG00000005358	926	886	959	964	884	1160
ENSRNOG00000005359	37	32	31.1204	31	22	29.1554
ENSRNOG00000005360	491	398.0003	487.0002	441.9997	466.9997	604.0003
ENSRNOG00000005362	853.0002	733.00012	860.99993	835	785.0003	889.00006
ENSRNOG00000005365	0	1	1	0	1	1
ENSRNOG00000005366	401.988	391.291	451.697	402.868	369.046	522.666
ENSRNOG00000005367	1	1.0000003809	4.999995558	2.9999981864	0	0.999999968
ENSRNOG00000005368	0	0	0	0	0	0
ENSRNOG00000005369	165	170	154	167	158	202
ENSRNOG00000005370	4	2	4	5	8	3
ENSRNOG00000005371	125.9997	95.00003	84.00005	81.00003	73	107.99985
ENSRNOG00000005374	484	428	483	497	439	593
ENSRNOG00000005375	3	0	0	2	5	1
ENSRNOG00000005376	394	328	404	368	376	513
ENSRNOG00000005377	984.9999	906.9996	1096.9968	940.0002	961.9997	1145.0001
ENSRNOG00000005378	17.5774	33.4243	27.3401	42.1602	27.6024	26.6616
ENSRNOG00000005379	0	0	0	0	0	0
ENSRNOG00000005383	0	0	0	0	0	0
ENSRNOG00000005386	429.0003	393.9998	384.000000009799	426.00013	387.99957	570.9999
ENSRNOG00000005387	8794	8519	9800	9537	9465	12778
ENSRNOG00000005388	1361	1323	1452	1408	1339	1525
ENSRNOG00000005389	709.239	605.606	661.044	711.229	702.957	915.76
ENSRNOG00000005390	1308	1016	1172	1126	1074	1096
ENSRNOG00000005391	39.74385	50.4697	54.7408	66.654	48.0073	67.7156
ENSRNOG00000005392	31.1358	52.16	40.275	31.1646	31.4946	39.1618
ENSRNOG00000005393	269	217	212	205	212	219
ENSRNOG00000005397	2507	1999	2350	2210	2216	2594
ENSRNOG00000005398	0	0	0	0	0	0
ENSRNOG00000005402	0	0	0	0	1.03982	1.04444
ENSRNOG00000005403	0	0	0	0	0	0
ENSRNOG00000005404	112.601	111.125	140.872	185.06	177.293	180.057
ENSRNOG00000005406	2332.005	2153.002	2320.001	2254.999	2195.997	2538.999
ENSRNOG00000005407	0	0	0	0	0	0
ENSRNOG00000005408	1331.77	993.933	1181.77	990.849	973.387	1065.11
ENSRNOG00000005409	10	15	11	3	7	13
ENSRNOG00000005410	270.7895	253.8643	222.7319	260.72389	229.7888	305.8712
ENSRNOG00000005411	733	700	625	721	651	856
ENSRNOG00000005412	0	0	0	0	0	0
ENSRNOG00000005413	2584	2043	2455	1844	1952	1812
ENSRNOG00000005415	0	0	0	0	0	0
ENSRNOG00000005417	291	256	284	263	253	299
ENSRNOG00000005418	1966	1719	1817	1909	1705	2009
ENSRNOG00000005420	0	0	0	0	0	1
ENSRNOG00000005424	3435	3246.998	3624.002	3705.003	3367.998	4697
ENSRNOG00000005426	263	257	257	245	255	282
ENSRNOG00000005428	4447	3943	4595	4349	4158.002	4996
ENSRNOG00000005430	1.00607	0	2.01273	1.00511	4.02564	3.02052
ENSRNOG00000005431	0	0	0	0	0	0
ENSRNOG00000005433	148.9999	125	151.0005	157.9998	163.0001	164.0004
ENSRNOG00000005434	16496	14737.0006	14340.9939	14927	13366.0012	15595
ENSRNOG00000005437	171	158	176	190	154	221
ENSRNOG00000005438	92.8074	85.7333	78.2427	104.311	99.971	129.182
ENSRNOG00000005446	1026	976	1069	955	961	1008
ENSRNOG00000005447	482	404	415	378	379	420
ENSRNOG00000005450	338	316	358	364	310	342
ENSRNOG00000005451	57.2106	54.1357	56.2677	58.2765	54.2112	45.1289
ENSRNOG00000005457	0	0	0	0	0	0
ENSRNOG00000005464	1130	967	1004	1055	961	1249
ENSRNOG00000005465	11	8	13.000014	14	15.99997	23
ENSRNOG00000005468	840	793	803	829.00022	717	995.99994
ENSRNOG00000005469	0	0	0	0	0	0
ENSRNOG00000005470	296	271	292	318	276	352
ENSRNOG00000005472	408	358	334	391	371	442
ENSRNOG00000005478	2622	2288	2464	2552	2512	2852
ENSRNOG00000005479	0	1	2	0	1	2
ENSRNOG00000005480	3904	3311	3858	3356	3426	3887
ENSRNOG00000005482	900	760	878	814	809	1016
ENSRNOG00000005483	972	821	937	1002	885	953
ENSRNOG00000005486	800.9998	708.99966	706.99964	698.9998	596.99964	939.9997
ENSRNOG00000005491	10.0226	8.01474	8.01412	6.00881	1.00136	8.12056
ENSRNOG00000005492	904	829	825	813	791	904
ENSRNOG00000005496	438	370	407	417	435	474
ENSRNOG00000005498	0	0	0	0	0	0
ENSRNOG00000005502	833	783.00084	765	803.99987	760	922.99969
ENSRNOG00000005504	2154	1781	2003	2064	1876	2245
ENSRNOG00000005505	1281.1	1294.71	1179.61	1278.9	1228.5	1349.66
ENSRNOG00000005506	436	306	372	350	331	396
ENSRNOG00000005509	1.0000003454	2.9999973146	0	5	2.000004609	6
ENSRNOG00000005512	8666	7954	8886.99	8251	8573.99	11068
ENSRNOG00000005513	4626.99	4384.99	4712	4465	4519	5196
ENSRNOG00000005515	642	478	563	522	468	551
ENSRNOG00000005519	0	1	0	0	0	0
ENSRNOG00000005522	119	86	89	93	110	98
ENSRNOG00000005524	641	579	660	616	629	843
ENSRNOG00000005528	776	648	675	713	667	872
ENSRNOG00000005530	40	24	30	33	35	40
ENSRNOG00000005533	165	145	174	145	134	176
ENSRNOG00000005535	18	16	18	14	26	11
ENSRNOG00000005538	2397	2155	2427	2441	2245	2692
ENSRNOG00000005539	242	233	266	295	225	331
ENSRNOG00000005540	599.539	498.319	600.803	476.654	432.657	580.676
ENSRNOG00000005542	1.000000396238	1.000000158434	0	0.999999725818	0	0.999999736943
ENSRNOG00000005545	0	0	0	0	0	0
ENSRNOG00000005546	98.9656	82.0896	89.2519	102.309	71.0612	89.8685
ENSRNOG00000005550	14.000002	12	12	10	5	12
ENSRNOG00000005551	1905	1796	1868	1816	1762	2104
ENSRNOG00000005555	1209.96	889.459	867.199	689.779	781.933	778.015
ENSRNOG00000005556	664	606	669	654.992	544	795
ENSRNOG00000005558	219.955	190.964	254.899	242	206.967	268.958
ENSRNOG00000005561	6.79767	0	5.0513	4.26137	4.78695	10.097
ENSRNOG00000005564	856	733	691	708	586	786
ENSRNOG00000005565	1.04501	1.03595	2.10118	0	1.03309	4.04231
ENSRNOG00000005568	425.076	374.732	404.824	390.444	370.033	499.332
ENSRNOG00000005569	2772	2531	2851	2565	2484	2894
ENSRNOG00000005572	5	4	12	7	10	6
ENSRNOG00000005573	871	719	726	690	627	714
ENSRNOG00000005574	117	107	161	126	97	128
ENSRNOG00000005575	55	55	49	48	42	45
ENSRNOG00000005576	287	254	328	290	263	324
ENSRNOG00000005577	970	850	923	942	869	1103
ENSRNOG00000005578	338	280.99994	256.9995	299.9998	283.0004	289.9997
ENSRNOG00000005580	94.2656	54.1343	89.2994	59.1108	73.0962	66.1607
ENSRNOG00000005587	5519	5168	5533	5422	5309	6691
ENSRNOG00000005589	864.751	735.833	845.651	798.711	768.379	1010.69
ENSRNOG00000005592	19.00001	13	13	12.00481	6	19
ENSRNOG00000005600	93.40963	74.23877	83.41957	70.3408	74.5368	68.34535
ENSRNOG00000005602	1210	1060	1235	1226.97	1186	1412
ENSRNOG00000005606	1615	1379	1430	1527	1449	1584
ENSRNOG00000005608	257.316	240	259.194	251.184	240.201	269.335
ENSRNOG00000005609	0	0	0	0	0	0
ENSRNOG00000005610	1124	1021	1083	1236	1084	1325
ENSRNOG00000005614	2947.995	2738.996	3074.999	2894.997	2773.002	3728.998
ENSRNOG00000005615	2727	2420	2795	2769	2557	3124
ENSRNOG00000005616	749	683	744	759	697	717
ENSRNOG00000005618	902.696	704.755	912.1	840.325	741.88	1012.28
ENSRNOG00000005619	3	1	3	5	2	3
ENSRNOG00000005620	21.6976	40.3165	32.487	37.029	26.9645	37.0782
ENSRNOG00000005621	86	66	61	55	53	53
ENSRNOG00000005623	1096	915	1018	1061	1002	1272.996
ENSRNOG00000005624	1016.0001	1018.0002	1020	1102.99918	959.9999	1367
ENSRNOG00000005628	1	0	0	0	0	0
ENSRNOG00000005630	0	0	0	1.15253	1.15679	0
ENSRNOG00000005633	155.9997	127.9997	118	137.9998	126.0001	195
ENSRNOG00000005634	1	1	1	2	1	1
ENSRNOG00000005637	1	1	0	2	1	2
ENSRNOG00000005639	9.01305	11.0164	7.01344	6.00998	10.0149	15.0253
ENSRNOG00000005641	305.00043	291.00016	312.99954	315.0002	327.99958	433.0003
ENSRNOG00000005642	990.0002	953.9997	933.9997	932.9998	976.0001	1176.0024
ENSRNOG00000005645	0	0	0	0	0	0
ENSRNOG00000005646	0	0	0	0	0	0
ENSRNOG00000005650	24	19	35	38	27	19
ENSRNOG00000005652	4	4	0	3	4	5
ENSRNOG00000005655	14	7	6	6	13	7
ENSRNOG00000005659	1008.894	995.048	952.476	967.134	846.01	1199.039
ENSRNOG00000005660	76	62	60	83	55	92
ENSRNOG00000005662	0	0	0	1	0	0
ENSRNOG00000005664	0	0	0	0	0	0
ENSRNOG00000005665	0	0	0	2	0	0
ENSRNOG00000005666	0	0	0	0	0	0
ENSRNOG00000005668	3109.9983	2807.00069	3312.99804	3023.0021	3078.99954	3810.99622
ENSRNOG00000005669	158.0002	105	170.9999	145.99971	148	213
ENSRNOG00000005670	267	239	242	277	256	305
ENSRNOG00000005673	215.4521	172.2355	166.1854	177.6862	200.0383	217.3628
ENSRNOG00000005678	7755	6120	6843	6218	6042	5794
ENSRNOG00000005679	71	77.99998	86	73	72	83
ENSRNOG00000005681	2	2.00469	0	0	1	0
ENSRNOG00000005686	2688	2267	2333	2417	2268	2941
ENSRNOG00000005687	1	3	4	0	2	3
ENSRNOG00000005689	748	717	776	706	727	961
ENSRNOG00000005690	504	433	510	487	431	610
ENSRNOG00000005691	34.99999	23.00002	36	27.00003	35.99999	38.00004
ENSRNOG00000005692	0	0	0	0	0	0
ENSRNOG00000005694	2.00268	0	0	0	0	1.00031
ENSRNOG00000005695	3027	2647	3032	2693	2896	3484
ENSRNOG00000005697	0	1	0	0	0	0
ENSRNOG00000005698	3308.99	3190	3596	3365	3404.99	4437
ENSRNOG00000005700	26	30	21	31	29	44
ENSRNOG00000005701	0	0	0	0	0	0
ENSRNOG00000005703	1681	1418	1398	1425	1337	1690
ENSRNOG00000005705	95	72	75	71	83	97
ENSRNOG00000005707	15	11	17	20	16	25
ENSRNOG00000005708	137.585	115.493	129.273	130.264	120.515	154.512
ENSRNOG00000005710	414	420	472	485	459	559
ENSRNOG00000005711	1146	986	906	892	896	886
ENSRNOG00000005713	344	315.0004	302	331	293.0002	424
ENSRNOG00000005715	1626	1488	1499	1617	1422	1772
ENSRNOG00000005717	0	0	0	0	0	2
ENSRNOG00000005718	489.502	462.401	570.259	462.056	472.061	606.126
ENSRNOG00000005719	968.377	873.68	1070.05	1042.29	885.223	1296.89
ENSRNOG00000005720	2	6	0	0	2	3
ENSRNOG00000005721	0	0	1	0	0	0
ENSRNOG00000005722	0	0	0	0	0	0
ENSRNOG00000005723	1	0	0	0	1	0
ENSRNOG00000005724	2289.37	2072.69	1984.08	1746.97	1107.7	1871.23
ENSRNOG00000005726	37	25	28	21.00004	39.999977	21
ENSRNOG00000005727	7	2	2	4	2	2
ENSRNOG00000005729	3.01435	7.04688	9.38513	2.6743	7.15693	8.11032
ENSRNOG00000005730	1414.004	1205.0019	1226.001	1271.001	1175.0014	1669.998
ENSRNOG00000005731	91	79	79	60	80.000000840213	115.176
ENSRNOG00000005732	0	0	0	0	0	0
ENSRNOG00000005733	1682	1563	1521	1840.001	1623	2025.997
ENSRNOG00000005734	2	0	1	1	1	0
ENSRNOG00000005736	2925.27	2778.05	2754.26	3171.87	2875.84	4012.18
ENSRNOG00000005742	0	0	0	0	0	0
ENSRNOG00000005743	0	0	0	0	0	0
ENSRNOG00000005747	95.9857	57.9531	61.6149	68.3257	51.8431	76.8896
ENSRNOG00000005749	90.7589	100.057	108.774	115.162	117.469	116.74
ENSRNOG00000005751	20	22	15	22	15	27
ENSRNOG00000005753	430.1776	378.1189	410.0407	439.11569	437.1189	560.1085
ENSRNOG00000005758	392.8411	377.9468	361.8466	356.147986	335.5019	368.98000116502
ENSRNOG00000005762	1016.804	933.612	952.367	1002.208	876.606	1047.654
ENSRNOG00000005763	1514	1370	1415	1522	1441	1840
ENSRNOG00000005765	254	247.9998	293.0003	286.9998	253.0004	320.9997
ENSRNOG00000005766	1472	1272	1437	1342	1381	1535
ENSRNOG00000005767	432.0001	409.0002	489.9996	415.9997	452.9996	511.0004
